artist_mbid,artist_name,artist_key
,Dezza,dezza
2d098124-cb9d-4e80-992f-47e47c405452,Tinlicker,tinlicker
de86067d-e5a5-4f2b-aaff-70014d7cef13,Emmit Fenn,emmit fenn
,Theo Croker,theo croker
,Dj Duarte,dj duarte
,Prod.Nifour,prod.nifour
,DJ Exe,dj exe
360ad670-f4da-4fc5-9432-a800f7d68bb2,Bovski,bovski
,Fuzion,fuzion
,Shankz,shankz
,Nate Band,nate band
c055a36c-f41c-487e-ad6d-fec8318af336,Ian Asher,ian asher
1815bf5a-e50d-4f83-b6a9-47c8da6e8c07,Oskar med K,oskar med k
,Ecchi.mp4,ecchi.mp4
,Myles Lloyd,myles lloyd
0ef1dab1-4419-418e-90e7-14ce7a56bec7,Traitrs,traitrs
,Future Nobodies,future nobodies
6d4e9b5d-a308-4b5b-aaba-d83b7433de44,Glaring,glaring
,Flowerbabe,flowerbabe
405f339f-eac9-4519-9f51-c397a2b7851b,Bragolin,bragolin
8f6bd1e4-fbe1-4f50-aa9b-94c450ec0f11,Portishead,portishead
,Avstn,avstn
,Lynnic,lynnic
c472a9d5-1796-451e-a747-033dd54a82b3,Morgan Seatree,morgan seatree
77056a7b-7480-4929-bc2f-348b9cb5c377,Bl3ss,bl3ss
,Sam Cliffe,sam cliffe
,Brown Eyed Girl,brown eyed girl
,DJ GUSTOMARES,dj gustomares
37547347-ea75-45fa-9766-ff36b44d8147,Isaiah Rashad,isaiah rashad
2db3ee6e-8602-48cc-98a6-cdfd3dd6bbdf,Asal,asal
,Twxn,twxn
40f5d9e4-2de7-4f2d-ad41-e31a9a9fea27,The Smiths,the smiths
160629ab-ec18-4931-8c95-02cb92d06186,Foreigner,foreigner
8f64d6ea-3f6c-408c-b2e0-e5334b28dae9,Panchiko,panchiko
,dnovaees,dnovaees
94c4459d-4c35-4bc6-8bca-c75107515c1c,Kenya Grace,kenya grace
231b2ccc-dafc-4f2d-af41-d70198bc15c4,Vitor Kley,vitor kley
f197a8df-ac2b-4e78-9913-4abf13741f12,Os Paralamas Do Sucesso,os paralamas do sucesso
,Sotam,sotam
,Racionais MC's,racionais mc's
,Yuri Redicopa,yuri redicopa
,Videoclub,videoclub
0218d460-570d-4227-b295-89735e37b959,Wafia,wafia
772a0eb3-fe31-4a08-b583-690296f44900,Clams Casino,clams casino
,Champions League Orchestra,champions league orchestra
,UEFA,uefa
ad79836d-9849-44df-8789-180bbc823f3c,Antonio Vivaldi,antonio vivaldi
10c07fca-2678-40b6-9644-cde68d3e9554,Peter Fox,peter fox
,Tito Double P,tito double p
75e4f8ef-34c3-44fd-8467-88a7d9599f77,Peso Pluma,peso pluma
dc1c4d9b-80ab-452b-b316-f201915b29db,Neton Vega,neton vega
81a9fcc1-a954-4749-90d8-5a39001d18ad,Ivan Cornejo,ivan cornejo
,The Fuzz,the fuzz
4503b6bc-6f1b-4d6c-8776-60eb1abbd15d,The Dramatics,the dramatics
facb97f4-4674-40d0-b060-433e9a1a49cb,Barbara Lynn,barbara lynn
,Dj TG Da INESTAN,dj tg da inestan
,Zairon,zairon
,tarisiix,tarisiix
,Zaghini,zaghini
,DJ KEVIN.xpj,dj kevin.xpj
00cf7ec3-56a7-4bd9-9f1b-1a151b0b2faf,Oscar Maydon,oscar maydon
03f97204-818e-45e0-b3d5-1108a52789ba,Valerie Simpson,valerie simpson
8bfac288-ccc5-448d-9573-c33ea2aa5c30,Red Hot Chili Peppers,red hot chili peppers
13655113-cd16-4b43-9dca-cadbbf26ee05,Nelly Furtado,nelly furtado
,88-Keys,88-keys
a536dd07-131b-48ef-ab47-141b752ba082,Free Nationals,free nationals
d75d1f08-bbb8-4eae-9877-399ca9121197,Mobb Deep,mobb deep
505cc7ac-b92c-46dd-94f2-e22b18fdcf57,Paul Wall,paul wall
,Air,air
8f47ae55-9321-49f1-b40b-b4e0674b9279,The Sundays,the sundays
,The Five Stairsteps,the five stairsteps
8ed919fb-eaee-45a1-ba99-b3ede9ca5f1d,Pierce the Veil,pierce the veil
9ccc64ad-65d6-48d4-9514-9786ad3e2ac9,Big L,big l
a8754ac4-a85e-4f48-a81f-eecd482570ef,Three 6 Mafia,three 6 mafia
0c91c655-444e-4ae7-a0a0-9e9cb160301c,Gotts Street Park,gotts street park
3d254f1e-7d18-431b-baeb-68e57695dfdb,Blood Orange,blood orange
e7990ab6-0dbe-4438-a7dd-ef0fb1c5b302,Kate Havnevik,kate havnevik
cabfaada-95ac-479c-9af3-01fcdc510ecb,Void,void
3c9b356d-d1db-4f4e-a7a3-2d00c1d70255,Kurt Cobain,kurt cobain
,Diplo,diplo
,Antonio Banderas,antonio banderas
,Calle 24,calle 24
,Alta Consigna,alta consigna
41925f30-8737-4fb8-af65-da918c0e98f3,Natanael Cano,natanael cano
de22adae-f8ac-414f-b653-b0162611bd60,KAROL G,karol g
ae14bfa4-cd8b-40ad-beb3-b5e812cd3b48,Grupo Marca Registrada,grupo marca registrada
,Nivel,nivel
,Stwo,stwo
,&ME,&me
,Lil Baby,lil baby
bf24ca37-25f4-4e34-9aec-460b94364cfc,Shakira,shakira
,Disney,disney
,Jason Derulo,jason derulo
2cd9053a-30d7-4026-8ff1-60304a5a08cc,Turkish Delight,turkish delight
,Moayad Aljabal,moayad aljabal
7f732663-8205-482b-9457-73ff0aa4603c,WOEST,woest
cdf2c4db-a712-4ea1-a214-ff87845b0d19,We Lost the Sea,we lost the sea
,We are not friends,we are not friends
1f381976-ea4d-47f0-badc-31e2223b382a,Krobak,krobak
,Família Madá,família madá
a6a4c910-2b22-4a6f-aebe-805b176c47b8,Fat Joe,fat joe
,d3puu,d3puu
b77a873a-9faf-4f59-81b4-9b247ca911f3,REID,reid
75fbed06-2847-42c4-a266-4696a00e6852,Marten Lou,marten lou
1d7f250c-b125-4bdf-81d8-6a043492cb0b,Anderholm,anderholm
,Nico Morano,nico morano
,Alessandro Pierozzi,alessandro pierozzi
,Andfølk,andfølk
6c2a79b8-2b5c-4c2d-b495-6a446811bf9d,Malcolm Todd,malcolm todd
6925db17-f35e-42f3-a4eb-84ee6bf5d4b0,Olivia Rodrigo,olivia rodrigo
e665ce26-6ce9-4c42-8f6a-7a361a0ba328,Fuerza Regida,fuerza regida
2074c77f-f3d2-440f-a32c-35a62ae851a9,emmanuellcortess_,emmanuellcortess_
1c46e82f-4764-4d82-a33b-5d5aee5e2881,Fergie,fergie
,Geral do Grêmio Oficial,geral do grêmio oficial
,TEC,tec
,Jden Ray,jden ray
134cb0bc-06fa-42f7-8078-b0c858349975,Jack Harlow,jack harlow
,Maz B,maz b
7a3970c9-ecd8-4eee-a267-4d8c77d97ff3,The Marías,the marías
287cb25a-9b05-474c-9ad1-38046a46c37f,Strawberry Guy,strawberry guy
,Sports,sports
b1570544-93ab-4b2b-8398-131735394202,Crystal Castles,crystal castles
,Sabotage,sabotage
,Hxnry,hxnry
e8bd5b47-e8b4-4671-a9f6-590a92e88898,Dean Blunt,dean blunt
,Mc Magrinho,mc magrinho
,DG e Batidão Stronda,dg e batidão stronda
a021225f-6b8b-47ee-bdfe-67d97447348e,ConeCrewDiretoria,conecrewdiretoria
0bfba3d3-6a04-4779-bb0a-df07df5b0558,Stereophonics,stereophonics
437a0e49-c6ae-42f6-a6c1-84f25ed366bc,Bon Iver,bon iver
f4d4b515-0b74-423f-a161-db184330c37c,Gym Class Heroes,gym class heroes
dc6d2ba1-012c-47a7-ba3f-d74e76c30d53,Charles Bradley,charles bradley
9bdec9ef-d4a4-4019-bcc4-ad2bd87a35c4,Lithe,lithe
ba0d6274-db14-4ef5-b28d-657ebde1a396,The Smashing Pumpkins,the smashing pumpkins
,Silver Panda,silver panda
f57fae16-a63e-4ac0-ad66-1c4a38491db2,Thee Sinseers,thee sinseers
,Iron Maiden,iron maiden
7a8dbe84-f4c0-4457-bfa3-edced1f8cde0,Antônio Carlos Jobim,antônio carlos jobim
837555ba-012e-45f1-9a9c-9628da13ee54,Ben E. King,ben e. king
393e5448-896f-43e9-b80b-4ee58e1e71a4,The Ronettes,the ronettes
fb7272ba-f130-4f0a-934d-6eeea4c18c9a,Al Green,al green
4d8afa16-4018-4ca8-8b5e-ede8f9314562,The Animals,the animals
678d88b2-87b0-403b-b63d-5da7465aecc3,Led Zeppelin,led zeppelin
,Natiruts,natiruts
,CK The Spitta,ck the spitta
,Aaron May,aaron may
,Moschino Jones,moschino jones
,Onze:20,onze:20
6da1b206-9470-43f4-acde-6da9f5ef22f1,Casuarina,casuarina
9ba3851f-f334-4ee2-ba73-23b0806d66d9,Gilsons,gilsons
fcb0ce5b-2b2d-4400-a672-f6354d1dac5f,Noah Yorke,noah yorke
864558ef-fa97-46f8-b4ad-bab15b370538,dog silent,dog silent
3abeb2e4-a691-4668-88d6-f7be0d23b21c,SWEET SPINE,sweet spine
5900600e-9614-44fa-b481-ce01177d4b2d,Henrique & Diego,henrique & diego
,Jr. Hi,jr. hi
020bfbb4-05c3-4c86-b372-17825c262094,Audioslave,audioslave
589e6ebd-9896-4ca5-923a-14ee0845edbe,SUNDAZER,sundazer
a66999a7-ae5c-460e-ba94-1a01143ae847,Snow Patrol,snow patrol
c97c748f-d375-41a6-875d-25843f73ba6f,SOJA,soja
3b4cd16e-3a25-4c7b-ada6-33f5ea91e1b1,RY X,ry x
ab2528d9-719f-4261-8098-21849222a0f2,Stromae,stromae
60e0ba6c-b67e-44c0-b777-be65d42ef909,Tamino,tamino
,Morpheus,morpheus
8f69658d-7403-4f3b-88ae-ea918a594f11,Meryem Aboulouafa,meryem aboulouafa
302bd7b9-d012-4360-897a-93b00c855680,David Guetta,david guetta
257891db-1f69-4660-894d-075e355431a8,Edward Maya,edward maya
,The Notations,the notations
d15721d8-56b4-453d-b506-fc915b14cba2,The Black Keys,the black keys
,Rodrigo Amarante,rodrigo amarante
517d4aa1-ac03-4c7b-9311-0a249c9015b3,Enamour,enamour
85045115-b439-41d9-bcce-6b4a031ed4bf,Angara,angara
,Johnny Cash,johnny cash
,Jovem Dex,jovem dex
,1Kilo,1kilo
,Dj Paulin,dj paulin
7e576af7-21e0-4926-bada-135d16a3e5ad,ThxSoMch,thxsomch
2290ae2c-536d-4aa3-aa58-93a03c70a27e,WIU,wiu
1fa3bded-908f-47be-9784-3c9ef850682b,Oliver Tree,oliver tree
223e900d-d7a4-49dc-a018-95c5700ae750,Cristoph,cristoph
80d3a28d-9ccc-47fc-a2d7-5ea205479964,Kaz James,kaz james
61314ff2-7b52-4296-a0b8-af61dc08bdd1,CamelPhat,camelphat
,Lynyrd Skynyrd,lynyrd skynyrd
ba7c9491-4fac-440f-8684-ae6afb4f20a9,Chris Travis,chris travis
,&friends,&friends
,Nitefreak,nitefreak
,Gianni Romano,gianni romano
0ebde08a-f665-4fa3-836e-801fee8f0137,Texture,texture
fed1c18c-58d1-4473-a96b-ee8787dc4c21,millkzy,millkzy
,GRiFF!,griff!
a8806b5c-3ee0-4277-94d3-1a5427a7707c,Gary Moore,gary moore
4fe5e35a-4c41-4431-91d8-3d37813d9df8,MC Kevin,mc kevin
,T-Pain,t-pain
3c94de1f-5523-418c-81a6-11020be87257,La Rocca,la rocca
4c41d78d-9dd5-430d-81ea-286052158293,Peggy Gou,peggy gou
,Jacob Vallen,jacob vallen
07d0e0b3-dea4-4892-bee7-eaad19d093ec,Two Feet,two feet
,Adi Medici,adi medici
,Yusuf Can Tuna,yusuf can tuna
e2d1f228-3aff-4e6d-8932-032f4036131b,Route 94,route 94
97e69730-3791-423b-9770-287261588854,Alessia Cara,alessia cara
67e97898-3bb5-412a-a51e-95a7b59a1bef,Ney Matogrosso,ney matogrosso
026128bb-a1c3-49cd-bdb0-3526057d3f32,Marina Lima,marina lima
,The Flamingos,the flamingos
5222714d-21ee-4061-87f7-c749f1586790,Ritchie Valens,ritchie valens
81dee823-aaa3-4da0-bffe-ac9b21ef5ad6,You'll Never Get to Heaven,you'll never get to heaven
e897ca8f-03ff-4405-9cf2-c71ab2950ddb,EKKSTACY,ekkstacy
,Omen,omen
32a2989f-d5cb-48bc-9907-15eee26d00c8,Liniker e os Caramelows,liniker e os caramelows
654d48fb-4fe4-472d-81e6-039e54f2f27b,SoFaygo,sofaygo
3d2b98e5-556f-4451-a3ff-c50ea18d57cb,Aerosmith,aerosmith
21137b4f-85b6-4c7e-8840-d9ab5483891f,Hannah Cohen,hannah cohen
000fc734-b7e1-4a01-92d1-f544261b43f5,Cocteau Twins,cocteau twins
,Kodak Black,kodak black
,Luan Pereira,luan pereira
07ab04d4-bdbc-4c93-bfb2-457693a4ff94,Sheck Wes,sheck wes
56756959-1e78-429c-b897-e1d056cb0225,Tove Lo,tove lo
dacc2d64-7e59-42a8-87a9-10c53919aff2,Clean Bandit,clean bandit
79f4cd8c-5ca9-4132-98d0-ee59e8a28ddb,Shelly,shelly
071409d0-ce21-4f03-a111-aec4dbc1590d,Erika de Casier,erika de casier
cddb9dd6-f891-48ac-8d06-e6caf620d0c5,Marvin Winans,marvin winans
,Cults,cults
25ab7547-a4d2-480b-b028-c7f3497bc858,Men I Trust,men i trust
ce4a1c08-6912-423f-bf6c-97ce69f5e89f,Faye Webster,faye webster
4b913922-5cc8-4d9a-bbd8-19d7f9fa0cd5,SMERZ,smerz
cb3a4cc5-9c8b-4dfc-b37f-5c0d65797aa8,Fine,fine
773bc0c0-a4ae-45a9-b71d-356174b67c08,JMSN,jmsn
,Dirty Sanchez 47,dirty sanchez 47
a633ebb5-b81a-400f-b5df-0e625ea81fe9,Conway the Machine,conway the machine
,Boldy James,boldy james
,Reason,reason
03f3deb7-0419-4bf9-a1e7-511946385717,The Alchemist,the alchemist
,Carola,carola
,LP,lp
31bcadcc-e1da-4cad-bec8-2f4f1d41b095,Meek Mill,meek mill
2f0c072b-8fb0-403a-9fd8-03c1c9771312,Bin,bin
,Distrito 23,distrito 23
21645c31-fe1c-45a4-955c-3e172b12c3f9,Freddie Gibbs,freddie gibbs
4159ac30-ecce-43a6-b200-b48801968e30,Wisp,wisp
496100ef-b264-4b7b-9d7c-bf90a2f9c9ef,Spacey Jane,spacey jane
aef06569-098f-4218-a577-b413944d9493,HAIM,haim
b3b223a5-61a1-488f-b003-10edbaf632a3,Hannah Jadagu,hannah jadagu
,Kevin Abstract,kevin abstract
e2c00c56-8365-4160-9f40-a64682917633,Goo Goo Dolls,goo goo dolls
51f8de5b-2e13-48ef-b6b9-0c5a1cf07262,Banda do Mar,banda do mar
ce1509b1-fc1a-4b0a-aeb3-36cbf9cc11fb,Pitty,pitty
,april27,april27
68fc9097-a2c9-4b49-94e2-009047a67a98,Frejat,frejat
75a72702-a5ef-4513-bca5-c5b944903546,John Legend,john legend
455aca99-38f3-47cb-aa6b-820cf9de3c91,Blue Foundation,blue foundation
cfbc0924-0035-4d6c-8197-f024653af823,Nas,nas
bb6eaced-69dd-4636-829f-9f987acc4fc3,The Temper Trap,the temper trap
1802f74a-21e5-44f4-9da5-8ea3ac6ce34c,Seafret,seafret
b83bc61f-8451-4a5d-8b8e-7e9ed295e822,Elton John,elton john
0ef3f425-9bd2-4216-9dd2-219d2fe90f1f,Lenny Kravitz,lenny kravitz
95e1ead9-4d31-4808-a7ac-32c3614c116b,The Killers,the killers
7bb68d31-2d82-4a1c-82e7-4ae3d122e5d9,Anavitória,anavitória
777a21a8-0d0f-4cf3-86b4-65bc0eba5649,Staind,staind
311e7141-051a-40bc-bce5-7998b6c869ee,Jorge & Mateus,jorge & mateus
99329c41-2069-4c12-8e8c-035fdf5127a5,Henrique & Juliano,henrique & juliano
,Barrie-James,barrie-james
56c4b861-0922-4c3a-a9b9-3bfcb00f8274,Zedd,zedd
85f11607-6ed7-4a36-af69-dcadd32ad277,Regard,regard
,Bellini,bellini
71d58182-aa37-4c04-b21a-efe46ea0f221,Chris Stapleton,chris stapleton
51e90731-08c0-4f60-89b6-5b78e5844de8,Zach Bryan,zach bryan
c20ee61f-071f-4e65-9c81-45ee931a54ce,Luke Combs,luke combs
623977a4-2525-4668-8966-f255dd19700e,Alison's Halo,alison's halo
49302df8-9e4f-42ed-8a9c-5d6f8d6cb83c,Black Box Recorder,black box recorder
4894105f-b3f2-469f-bdf2-67b9eb2d60a8,Lewis Hanton,lewis hanton
,skyemane,skyemane
,DreamSoda,dreamsoda
b631ecd0-ba91-4bd4-9352-94d0174a68d5,Ishu Music,ishu music
,Prod. 94,prod. 94
f27ec8db-af05-4f36-916e-3d57f91ecf5e,Michael Jackson,michael jackson
,800 Cherries,800 cherries
1154d345-8061-4d04-a52a-6214288523ac,Title Fight,title fight
850a8b03-98a7-4fd3-afbd-5e5520b4ef5f,Conan Gray,conan gray
3f962bf0-42a0-45a0-830f-07b66301d35f,Rita Lee,rita lee
751e517d-9663-4692-8c20-942e16d484c5,Djavan,djavan
b1168a9c-a946-4a5c-a005-62fc632dfa0c,Team Sleep,team sleep
56eb02c4-1f16-4613-8bb3-b4a752283fc3,Loathe,loathe
,Adriatique,adriatique
ba033b22-2734-434b-a339-584cc8adf2c6,Now United,now united
9c9f1380-2516-4fc9-a3e6-f9f61941d090,Muse,muse
4d7304f6-7fe3-4959-9d98-01a5af84afe6,Trey Songz,trey songz
5fc55ebf-21bd-4eda-954c-dd250132331e,Mariah the Scientist,mariah the scientist
23b19bc5-813e-4456-bbae-ac3ca118f535,Sault,sault
2944824d-4c26-476f-a981-be849081942f,Nina Simone,nina simone
69d9dfd7-19b7-4a75-8a53-9f733fb5d774,Leon Bridges,leon bridges
72034a05-bcd8-40c2-8255-3ee4ac0e7ef0,Maribou State,maribou state
2303f592-119c-4ca7-b8fd-819c5ac5667d,Dawn Penn,dawn penn
b017a7ae-e5ee-4675-bb13-c83346134971,Nouvelle Vague,nouvelle vague
54926119-2bc8-4a80-9bd1-6cc678dc723f,The Meltdown,the meltdown
f969f986-97df-4fa0-8cef-ffccd098ff50,Koop,koop
,nagalli,nagalli
ac0c3fb2-e17e-4612-9704-ba6975d25b98,FlyingFish,flyingfish
,Prelow,prelow
dbd44897-b9e6-445d-8aca-25e1c2405f51,The Technicolors,the technicolors
,Shawlin,shawlin
871fe26f-544d-4275-a5dd-af5442d15b92,Pinegrove,pinegrove
cc7d4686-ea02-45fd-956e-94c1a322558c,Lykke Li,lykke li
c48ab37a-e9ee-491c-b370-e4cb8061ebb7,Tyrone Davis,tyrone davis
b66eabe3-ed6a-406b-821f-70b395cf791e,The Temprees,the temprees
0a4c7d0c-ffca-45a0-bfac-b328c4f0d219,Delegation,delegation
e547ca1c-f9fb-46fb-aee7-9a300622b513,William Devaughn,william devaughn
91cfbe94-7fc3-4bcc-9d95-767d87ac2ae5,Barbara Mason,barbara mason
63cf3f92-cf2a-455c-97c5-3ff9aa105f42,The Originals,the originals
,Bloodstone,bloodstone
,Jorge Ben,jorge ben
195ddaa1-f1e4-4960-a107-58d26cb058a2,The Handsome Family,the handsome family
,Reed Wonder,reed wonder
8bc01b58-4276-46df-a507-0f4a02fdbdb9,Elias,elias
,The American Dawn,the american dawn
8456e9f7-debf-4579-a86c-33a325a35d2d,Chevelle,chevelle
f4a31f0a-51dd-4fa7-986d-3095c40c5ed9,Evanescence,evanescence
081a2d60-9791-4e05-a075-f1890355eeee,DJ Khaled,dj khaled
132d5406-ad6a-42bf-9e2c-a78cb4a70e07,Khamari,khamari
4587105d-7469-480a-9ed5-1513af9a91c9,Jordan Adetunji,jordan adetunji
,trxndsetter,trxndsetter
,New West,new west
,Ricky Hil,ricky hil
395cc503-63b5-4a0b-a20a-604e3fcacea2,Men at Work,men at work
4433fbe7-80bc-427f-8647-9420ac51cc2c,arya x,arya x
780bef1e-bc48-4635-9859-23e1d52ec669,Alan Vuong,alan vuong
,Nocturnal Sunshine,nocturnal sunshine
,Baki,baki
f36c9f8c-5029-4180-b7e7-5b3e74c0c8b4,ivyson,ivyson
a2361c7d-ddb6-41c1-a9a0-be09fbbb8d21,Isaac Hayes,isaac hayes
c85cfd6b-b1e9-4a50-bd55-eb725f04f7d5,Avicii,avicii
a7229e38-bab7-48c1-9f35-9b4c49738b0f,Galantis,galantis
,Schnarker,schnarker
dbf9177d-6b5f-4de8-b457-61fc73fbe543,Sebastian Ingrosso,sebastian ingrosso
,Reflekt,reflekt
2c5e2a98-d9ea-46b5-9618-d9bb4863a920,George Ezra,george ezra
,Marino Canal,marino canal
,Echonomist,echonomist
f7354ad9-b736-4273-b1d0-3f440347ff18,Giolì & Assia,giolì & assia
563201cb-721c-4cfb-acca-c1ba69e3d1fb,Gerry Rafferty,gerry rafferty
c7c9fa4d-262b-45c1-9477-237849654948,Erasmo Carlos,erasmo carlos
f46bd570-5768-462e-b84c-c7c993bbf47e,Eagles,eagles
3abc3eb1-7318-41d2-a52b-cbe14a14d8a0,Gustavo Santaolalla,gustavo santaolalla
7c158ea8-c0aa-410e-bdc1-20bba9759577,The Cinematic Orchestra,the cinematic orchestra
,ilyTOMMY,ilytommy
cda86e8a-a26a-4b3a-959c-bc9f8a88a1c1,Nando Reis,nando reis
,a-ha,a-ha
ce09ea31-3d4a-4487-a797-e315175457a0,Tyga,tyga
0c6b8d7a-2772-4a27-9ac0-91d10453555e,Hollt,hollt
,Housekeeping,housekeeping
,Lost In Blues,lost in blues
1d11e2a1-4531-4d61-a8c7-7b5c6a608fd2,Ice Cube,ice cube
6dd7065b-cf22-4698-b4f1-ddc0b3168dac,Miilkbone,miilkbone
7ad4ef1c-4f82-4755-a74b-94cd3096d221,Player,player
7944ed53-2a58-4035-9b93-140a71e41c34,Sting,sting
3a558793-98d2-4b42-aff6-a22ab89bd6f3,Trio Mocotó,trio mocotó
7ad79523-97fc-4052-83b1-53d4cb344a69,Phoebe Killdeer,phoebe killdeer
944ac30d-4bb0-4321-9267-4c484385281b,Sabrina Claudio,sabrina claudio
5b9890b9-a2e8-4768-ad70-9f28bb81fc00,Asaf Avidan,asaf avidan
,Bratia Stereo,bratia stereo
75be165a-ad83-4d12-bd28-f589a15c479f,Major Lazer,major lazer
,Moat,moat
,Gunter Kallmann Choir,gunter kallmann choir
d226c337-ab8f-4409-9010-fb0d58e7cf69,Hippie Sabotage,hippie sabotage
61a57a2a-4c7f-4b41-8109-1070a9c32242,Novo Amor,novo amor
c4efd92a-5692-41d5-91bb-b23d4b75e735,Raul Seixas,raul seixas
3a5d1cc7-627e-48ea-aba3-fdd20d782c33,Chico Buarque,chico buarque
f168e033-2d59-401a-a9b1-2d704b24c17d,Capital Inicial,capital inicial
edc4f886-8d54-4908-b013-260bfcb50481,Sidewalks and Skeletons,sidewalks and skeletons
,Maverick Sabre,maverick sabre
35c6e25d-3c5c-400e-bead-44363b3d69f1,Elliot Moss,elliot moss
654da2d2-6114-46f2-8bfd-2d7566f14210,Elijah Blond,elijah blond
2aacfb78-92e1-4ba5-a921-5add89ae7750,DJ Douglinhas,dj douglinhas
ed667cac-2fdb-4401-973b-81c5b4a1717d,Luísa Sonza,luísa sonza
,DJ Topo,dj topo
,DJ CAYOO,dj cayoo
,MC Kevin O Chris,mc kevin o chris
,Kew,kew
e6f2029f-1af4-4e7c-b23a-1ecc3de6cf49,DJ Guuga,dj guuga
,mc saci,mc saci
9bb64b8f-d7a4-4fc0-954f-9c9e9d7b3bc3,Mr. Probz,mr. probz
,notsobad,notsobad
78ea5ea1-3c4d-4b7e-ac5d-68900319ebe2,Siouxsie and the Banshees,siouxsie and the banshees
c52a64bc-4db2-4079-91b6-c61d0a4f9cd3,MC LUUKY,mc luuky
772a926d-9b49-44af-adfc-5bd98eefb06a,Tanerélle,tanerélle
741a6c80-2d6e-4522-9de4-e070798a2d30,Tommy Richman,tommy richman
5580d8c4-c05e-4f46-a496-26d4f2f083bf,Davi Kneip,davi kneip
,Baco Exu do Blues,baco exu do blues
,DJ Petroski,dj petroski
,Patrick DJ,patrick dj
,Hans Zimmer,hans zimmer
f0368e85-014b-4e95-a3e0-f7c2a6a89f79,Clér Letiv,clér letiv
,ARTBAT,artbat
1f4bcfe8-f65c-4a1c-a1c1-469060248ed6,Kaleo,kaleo
1cab605c-d43b-4c3e-9e26-81f7a189bdb2,Clave Especial,clave especial
,19Clouds,19clouds
,Jhay Rivas,jhay rivas
,Row,row
,Marcel Khalife,marcel khalife
,Naeleck,naeleck
7981e88e-b5f2-435c-a70e-2df69399213e,Vök,vök
3a655c1f-fb31-431e-a6a8-92e80fa0c976,Sol Seppy,sol seppy
,Survivor,survivor
93cf754c-6bdc-4b05-96b5-f210a7936af6,Soap&Skin,soap&skin
8e66ea2b-b57b-47d9-8df0-df4630aeb8e5,Peter Gabriel,peter gabriel
,Bloc Party,bloc party
,Dead or Alive,dead or alive
52e256a5-ee6a-4659-b229-152baedb7273,Stomper,stomper
7cb6e306-a75b-48b4-be00-2c4aa6bbe3a8,GoldLink,goldlink
7df45a14-19d1-4273-b073-c7292790a6a6,Yot Club,yot club
2baf3276-ed6a-4349-8d2e-f4601e7b2167,Playboi Carti,playboi carti
92bf83e0-d79e-4390-871a-8f108bb50f82,O Terno,o terno
b3cf1138-7300-4c6a-9f5d-79457848499b,Adoniran Barbosa,adoniran barbosa
,DJ SV,dj sv
,MC Xenon,mc xenon
,GORDÃO DO PC,gordão do pc
,Tropa do Bruxo,tropa do bruxo
,MC Marks,mc marks
,MC Cebezinho,mc cebezinho
1d0ba673-7d0f-42b9-938f-2661d23b28f4,Felipe Amorim,felipe amorim
47c9ee6f-352d-466e-a85a-08c4a9f1a9a9,Oruam,oruam
614d3f0d-d370-49f0-a0f6-a534732fce39,Pimmie,pimmie
7e9b4c8e-0dce-4fbf-83eb-1d9e081cdec2,Plaza,plaza
4d7db1c4-3c00-4140-8c83-c6d99cfdecf4,Anna of the North,anna of the north
c687d924-dd67-4759-8e3d-b9f234af9e85,Hodari,hodari
9664220c-dd8a-4276-90b2-8c1c1e51a0f0,Delacruz,delacruz
,Salve Malak,salve malak
8eea42ed-bece-4802-b6f2-1873d16795e6,Łaszewo,łaszewo
,MC Caverinha,mc caverinha
f50cee24-a799-45da-b65f-fb0874cd521d,Roy Woods,roy woods
43b896c5-5652-4b04-bde1-2e4224bc99b3,Lola Young,lola young
b6d22fe9-65f7-4992-b537-e6f4c5d77f0e,Grupo Menos É Mais,grupo menos é mais
,Henry Freitas,henry freitas
c6db5c68-da57-41f9-8472-3da2e42977c4,James Brown & The Famous Flames,james brown & the famous flames
70e6fee5-36b1-4cdb-b573-2132f9566dad,Alexandra Stan,alexandra stan
,Ozuna,ozuna
,DJ LUAN GOMES,dj luan gomes
