artist_mbid,artist_name,artist_key
,Memphis Depay,memphis depay
1aa9710b-413d-49ec-91b3-3ef403bf581f,Avaion,avaion
ab2d6faf-8bfc-4f8f-b838-e27499701d79,DJ LC,dj lc
6060d1bb-94f8-4863-89b9-425487f2f6b2,Duke Dumont,duke dumont
10e8f0df-90f9-4957-aedd-c4e0d187e3a8,Bicep,bicep
,Kasino,kasino
2547c5e3-314c-4332-981d-f18c902a4086,John Summit,john summit
,Shiloh Dynasty,shiloh dynasty
,SAGUN,sagun
,LUUV.,luuv.
,Axleh,axleh
,LRN Slime,lrn slime
67f66c07-6e61-4026-ade5-7e782fad3a5d,Foo Fighters,foo fighters
00034ede-a1f1-4219-be39-02f36853373e,O Rappa,o rappa
,Febre90s,febre90s
,Yung Bleu,yung bleu
73fdb566-a9b1-494c-9f32-51768ec9fd27,OutKast,outkast
,Vanessa da Mata,vanessa da mata
,Travi$ Scott,travi$ scott
,Russ,russ
,Miami XO,miami xo
8389ff77-a7a4-4ba4-bf1b-17ded47d41a1,Suki Waterhouse,suki waterhouse
6f2c949d-9540-4421-bf02-27ae27e00e33,Ice Spice,ice spice
197450cd-0124-4164-b723-3c22dd16494d,Frank Sinatra,frank sinatra
83b9cbe7-9857-49e2-ab8e-b57b01038103,Pearl Jam,pearl jam
a7f06979-b4bb-42c5-b434-9334de7c7019,MC Hariel,mc hariel
20d49152-11a2-4e55-8251-0d11dc6424fa,Larry June,larry june
9e6a6a2f-f696-4cc0-87f1-e4f712e46802,Yeat,yeat
,CHARBO,charbo
c07f0676-9143-4217-8a9f-4c26bd636f13,My Chemical Romance,my chemical romance
a16371b9-7d36-497a-a9d4-42b0a0440c5e,Slowdive,slowdive
fe83acee-f465-4cd5-a6b0-9b1f946a335d,Cícero,cícero
,selker,selker
,Lucas Dekker,lucas dekker
8d022a94-8933-493f-babc-366c8c8445e9,Tim Sanders,tim sanders
,Paleface,paleface
b91bbe66-4b63-43b7-837c-bf006c4206ac,ogryzek,ogryzek
,NOVAX,novax
8538e728-ca0b-4321-b7e5-cff6565dd4c0,Depeche Mode,depeche mode
0383dadf-2a4e-4d10-a46a-e9e041da8eb3,Queen,queen
73d297e2-3d99-4c9b-8dd6-3dccd0da0d08,Phill Veras,phill veras
,prod gomes,prod gomes
51cbf154-4b7f-4ec5-86a7-d269ae7d101a,James Hype,james hype
b38225b8-8e5f-42aa-bcdc-7bae5b5bdab3,King Crimson,king crimson
708c8fe9-af4f-4f3f-9c34-986c0b97caa3,New Constellations,new constellations
e22d2f66-881e-41ca-9356-544697ee5f90,Etta James,etta james
,The Noise,the noise
,Ale Sater,ale sater
f81f19b9-c76e-43ac-8656-bb56071785fb,Marisa Monte,marisa monte
dc3dbfc1-f1f1-49c6-9d7c-425fabf3ae12,Apparat,apparat
73261708-c1b4-4799-a828-217bbcc50935,Seu Pereira e Coletivo 401,seu pereira e coletivo 401
181dfdaf-0284-4432-9424-e19316b40b12,Papatinho,papatinho
,dexhenry,dexhenry
,DJ Cz,dj cz
33ca19f4-18c8-4411-98df-ac23890ce9f5,Ellie Goulding,ellie goulding
f9133869-f87c-459c-9aa7-2f176cda7e06,Tate McRae,tate mcrae
f7441bc7-d7de-4813-a2fc-31a4033d396d,Gracie Abrams,gracie abrams
ca1dcba2-792c-4550-abf2-7b45396e81ca,bôa,bôa
,Eslabon Armado,eslabon armado
af1b83bb-3edc-4443-b771-67a1d235e82b,Junior H,junior h
d570bb31-b9ca-45a4-a2d9-11b186d9c159,Wham!,wham!
494e8d09-f85b-4543-892f-a5096aed1cd4,Mariah Carey,mariah carey
,Fleetwood Mac,fleetwood mac
a8e6fa67-6974-435c-9e45-287508fb7880,Oimara,oimara
,Manu Pilas,manu pilas
718bff1f-1653-4c17-8230-f52654b0987e,FERDI,ferdi
,Berlioz,berlioz
846482ac-d4c4-4286-8002-b14a601d8ec0,Rose Royce,rose royce
,LOOPGARDEN,loopgarden
,M25,m25
,gio mkl,gio mkl
,Roman Nasenmensch,roman nasenmensch
23a0248d-053f-4505-8335-7393bb961be4,Saphir,saphir
5ca7f34d-ca16-4dab-98b5-f9365dbbfc94,Tream,tream
,undeadprincess,undeadprincess
e554daf4-4ad0-438f-a7f9-832519451fd2,Cazuza,cazuza
,Ms. Lauryn Hill,ms. lauryn hill
38f0c7ac-46eb-49ca-b3ab-c785ccd05a60,TV Girl,tv girl
dc99e6fd-c710-4f79-b74b-127b4d0b7849,Labrinth,labrinth
,Everything But the Girl,everything but the girl
,Numb The Pain,numb the pain
,Scammacist,scammacist
,haven.,haven.
07cc14fb-4784-4a25-804b-2686ed5ef52c,The Game,the game
97b20fe3-0924-4a5f-9955-d0b5c5f9587f,Santigold,santigold
c74a9a82-29bf-486d-bf93-b4516ac3e338,Temper City,temper city
eeb8f0ac-1774-412f-88bf-476036c68235,MRK,mrk
4c588c91-57a9-4809-a476-a6f804ccff40,Wander Wildner,wander wildner
692ea437-1333-40ee-bf00-35e74790041c,Los Palmeras,los palmeras
c3cceeed-3332-4cf0-8c4c-bbde425147b6,Scorpions,scorpions
070d193a-845c-479f-980e-bef15710653e,Prince,prince
,Jaÿ-Z,jaÿ-z
35dac7d2-0b1f-470f-9a5a-c53c8821f6d6,Eric Prydz,eric prydz
0e55d4b1-6a3e-4565-accb-e1da78e83ff3,F3miii,f3miii
